TIMESTAMP        work2-RQ         work2-RD         work2-WR         
10.000000         0.000000          0.000000          0.000000         
20.000000         0.000000          0.000000          0.000000         
31.000000         0.000000          0.000000          0.000000         
41.000000         0.000000          0.000000          0.000000         
51.000000         0.000000          0.000000          0.000000         
61.000000         0.000000          0.000000          0.000000         
72.000000         0.000000          0.000000          0.000000         
82.000000         0.000000          0.000000          0.000000         
92.000000         0.000000          0.000000          0.000000         
102.000000        0.000000          0.000000          0.000000         
113.000000        0.000000          0.000000          0.000000         
123.000000        0.000000          0.000000          0.000000         
133.000000        0.000000          0.000000          0.000000         
143.000000        0.000000          0.000000          0.000000         
154.000000        0.000000          0.000000          0.000000         
164.000000        0.000000          0.000000          0.000000         
174.000000        0.000000          0.000000          0.000000         
185.000000        0.000000          0.000000          0.000000         
195.000000        0.000000          0.000000          0.000000         
205.000000        0.000000          0.000000          0.000000         
215.000000        0.000000          0.000000          0.000000         
226.000000        0.000000          0.000000          0.000000         
236.000000        0.000000          0.000000          0.000000         
246.000000        0.000000          0.000000          0.000000         
256.000000        0.000000          0.000000          0.000000         
267.000000        0.000000          0.000000          0.000000         
277.000000        0.000000          0.000000          0.000000         
287.000000        0.000000          0.000000          0.000000         
297.000000        0.000000          0.000000          0.000000         
308.000000        0.000000          0.000000          0.000000         
318.000000        0.000000          0.000000          0.000000         
328.000000        0.000000          0.000000          0.000000         
339.000000        0.000000          0.000000          0.000000         
349.000000        0.000000          0.000000          0.000000         
359.000000        0.000000          0.000000          0.000000         
369.000000        0.000000          0.000000          0.000000         
380.000000        0.000000          0.000000          0.000000         
390.000000        0.000000          0.000000          0.000000         
400.000000        0.000000          0.000000          0.000000         
410.000000        0.000000          0.000000          0.000000         
421.000000        0.000000          0.000000          0.000000         
431.000000        0.000000          0.000000          0.000000         
441.000000        0.000000          0.000000          0.000000         
451.000000        0.000000          0.000000          0.000000         
462.000000        0.000000          0.000000          0.000000         
472.000000        0.000000          0.000000          0.000000         
482.000000        0.000000          0.000000          0.000000         
493.000000        0.000000          0.000000          0.000000         
503.000000        0.000000          0.000000          0.000000         
513.000000        0.000000          0.000000          0.000000         
523.000000        0.000000          0.000000          0.000000         
534.000000        0.000000          0.000000          0.000000         
544.000000        0.000000          0.000000          0.000000         
554.000000        0.000000          0.000000          0.000000         
564.000000        0.000000          0.000000          0.000000         
575.000000        0.000000          0.000000          0.000000         
585.000000        0.000000          0.000000          0.000000         
595.000000        0.000000          0.000000          0.000000         
606.000000        0.000000          0.000000          0.000000         
616.000000        0.000000          0.000000          0.000000         
626.000000        0.000000          0.000000          0.000000         
